Time(ms), X(m), Y(m), Z(m), VX(m/s), VY(m/s), VZ(m/s), AX(m/s^2), AY(m/s^2), AZ(m/s^2), OX(degrees), OY(degrees), OZ(degrees), WX(degrees/s), WY(degrees/s), WZ(degrees/s)
12842.00,0.00,0.00,0.00,0.00,0.00,-1.65,0.00,0.00,140.17,0.00,-0.00,0.00,0.00,0.00,0.00
12854.00,0.00,0.00,0.12,0.00,0.00,9.92,0.00,0.00,963.95,0.00,-0.00,0.00,0.00,0.00,0.00
12870.00,0.00,0.00,0.06,0.00,0.00,-3.73,0.00,0.00,-853.29,0.00,-0.00,0.00,0.00,0.00,-0.00
12875.00,0.00,0.00,0.05,0.00,0.00,-2.00,0.00,0.00,346.52,0.00,-0.00,0.00,-0.00,0.00,-0.00
12882.00,0.00,0.00,0.01,0.00,0.00,-5.15,0.00,0.00,-450.80,0.00,-0.00,0.00,-0.00,0.00,-0.00
12891.00,0.00,0.00,0.07,0.00,0.00,6.24,0.00,0.00,1266.02,0.00,-0.00,0.00,-0.00,0.00,0.00
12897.00,0.00,0.00,-0.01,0.00,0.00,-12.59,0.00,0.00,-3137.44,0.00,-0.00,0.00,-0.00,0.00,-0.00
12904.00,0.00,0.00,0.02,0.00,0.00,4.18,0.00,0.00,2394.69,0.00,-0.00,0.00,-0.00,0.00,-0.00
12910.00,0.00,0.00,0.09,0.00,0.00,10.58,0.00,0.00,1067.55,0.00,-0.00,0.00,-0.00,0.00,0.00
12916.00,0.00,0.00,-0.06,0.00,0.00,-25.27,0.00,0.00,-5975.76,0.00,-0.00,0.00,-0.00,0.00,0.00
12923.00,0.00,0.00,-0.01,0.00,0.00,7.33,0.00,0.00,4657.58,0.00,-0.00,0.00,-0.00,0.00,0.00
12937.00,0.00,0.00,-0.00,0.00,0.00,0.86,0.00,0.00,-461.95,0.00,-0.00,0.00,-0.00,0.00,0.00
12944.00,0.00,0.00,0.17,0.00,0.00,24.15,0.00,0.00,3326.98,0.00,-0.00,0.00,-0.00,0.00,0.00
12952.00,0.00,0.00,-0.01,0.00,0.00,-22.34,0.00,0.00,-5811.26,0.00,-0.00,0.00,-0.00,0.00,0.00
12967.00,0.00,0.00,0.01,0.00,0.00,1.42,0.00,0.00,1583.52,0.00,-0.00,0.00,-0.00,0.00,0.00
12974.00,0.00,0.00,0.01,0.00,0.00,0.52,0.00,0.00,-128.27,0.00,-0.00,0.00,-0.00,0.00,0.00
12982.00,0.00,0.00,-0.02,0.00,0.00,-3.62,0.00,0.00,-517.33,0.00,-0.00,0.00,0.00,0.00,0.00
12990.00,0.00,0.00,0.07,0.00,0.00,10.83,0.00,0.00,1806.65,0.00,-0.00,0.00,-0.00,-0.00,0.00
12995.00,0.00,0.00,0.03,0.00,0.00,-8.65,0.00,0.00,-3897.41,0.00,-0.00,0.00,0.00,-0.00,0.00
13003.00,0.00,0.00,0.03,0.00,0.00,0.59,0.00,0.00,1155.84,0.00,-0.00,0.00,0.00,-0.00,0.00
13008.00,0.00,0.00,0.03,0.00,0.00,-0.38,0.00,0.00,-194.86,0.00,-0.00,0.00,0.00,0.00,0.00
13019.00,0.00,0.00,-0.00,0.00,0.00,-3.19,0.00,0.00,-255.51,0.00,-0.00,0.00,-0.00,0.00,-0.00
13025.00,0.00,0.00,-0.01,0.00,0.00,-0.73,0.00,0.00,410.66,0.00,-0.00,0.00,-0.00,0.00,-0.00
13033.00,0.00,0.00,0.04,0.00,0.00,6.39,0.00,0.00,889.64,0.00,-0.00,0.00,0.00,0.00,0.00
13041.00,0.00,0.00,0.07,0.00,0.00,3.04,0.00,0.00,-418.75,0.00,-0.00,0.00,-0.00,0.00,0.00
13047.00,0.00,0.00,0.03,0.00,0.00,-6.31,0.00,0.00,-1557.95,0.00,-0.00,0.00,-0.00,0.00,0.00
13063.00,0.00,0.00,0.01,0.00,0.00,-1.28,0.00,0.00,314.40,0.00,-0.00,0.00,0.00,-0.00,0.00
13072.00,0.00,0.00,0.10,0.00,0.00,9.90,0.00,0.00,1241.57,0.00,-0.00,0.00,-0.00,0.00,0.00
13080.00,0.00,0.00,-0.05,0.00,0.00,-18.28,0.00,0.00,-3522.24,0.00,-0.00,0.00,0.00,0.00,0.00
13085.00,0.00,0.00,-0.01,0.00,0.00,7.18,0.00,0.00,5092.50,0.00,-0.00,0.00,0.00,0.00,0.00
13093.00,0.00,0.00,-0.02,0.00,0.00,-1.32,0.00,0.00,-1062.47,0.00,-0.00,0.00,0.00,0.00,0.00
13106.00,0.00,0.00,0.10,0.00,0.00,9.34,0.00,0.00,819.93,0.00,-0.00,0.00,0.00,0.00,0.00
13114.00,0.00,0.00,0.15,0.00,0.00,5.87,0.00,0.00,-433.27,0.00,-0.00,0.00,0.00,-0.00,0.00
13122.00,0.00,0.00,0.05,0.00,0.00,-12.26,0.00,0.00,-2266.05,0.00,-0.00,0.00,0.00,0.00,-0.00
13130.00,0.00,0.00,0.00,0.00,0.00,-5.63,0.00,0.00,828.35,0.00,-0.00,0.00,0.00,0.00,0.00
13135.00,0.00,0.00,0.02,0.00,0.00,3.82,0.00,0.00,1889.49,0.00,-0.00,0.00,-0.00,0.00,0.00
13143.00,0.00,0.00,0.06,0.00,0.00,5.03,0.00,0.00,150.94,0.00,-0.00,0.00,-0.00,0.00,0.00
13151.00,0.00,0.00,0.03,0.00,0.00,-4.20,0.00,0.00,-1153.38,0.00,-0.00,0.00,0.00,-0.00,0.00
13166.00,0.00,0.00,0.07,0.00,0.00,2.94,0.00,0.00,475.85,0.00,-0.00,0.00,0.00,0.00,0.00
13174.00,0.00,0.00,-0.06,0.00,0.00,-15.86,0.00,0.00,-2350.23,0.00,-0.00,0.00,0.00,-0.00,0.00
13182.00,0.00,0.00,0.10,0.00,0.00,18.83,0.00,0.00,4336.45,0.00,-0.00,0.00,0.00,0.00,0.00
13194.00,0.00,0.00,0.04,0.00,0.00,-4.42,0.00,0.00,-1937.10,0.00,-0.00,0.00,-0.00,0.00,0.00
13204.00,0.00,0.00,-0.01,0.00,0.00,-5.21,0.00,0.00,-79.50,0.00,-0.00,0.00,0.00,0.00,-0.00
13209.00,0.00,0.00,0.03,0.00,0.00,8.80,0.00,0.00,2803.68,0.00,-0.00,0.00,0.00,-0.00,-0.00
13215.00,0.00,0.00,0.08,0.00,0.00,8.13,0.00,0.00,-112.07,0.00,-0.00,0.00,0.00,-0.00,0.00
13223.00,0.00,0.00,0.13,0.00,0.00,5.30,0.00,0.00,-353.88,0.00,-0.00,0.00,-0.00,0.00,0.00
13230.00,0.00,0.00,0.03,0.00,0.00,-13.10,0.00,0.00,-2628.52,0.00,-0.00,0.00,0.00,0.00,0.00
13236.00,0.00,0.00,0.05,0.00,0.00,1.97,0.00,0.00,2511.23,0.00,-0.00,0.00,-0.00,0.00,0.00
13243.00,0.00,0.00,0.07,0.00,0.00,3.26,0.00,0.00,185.01,0.00,-0.00,0.00,-0.00,0.00,0.00
13252.00,0.00,0.00,0.05,0.00,0.00,-2.17,0.00,0.00,-604.27,0.00,-0.00,0.00,0.00,0.00,-0.00
13267.00,0.00,0.00,0.02,0.00,0.00,-1.98,0.00,0.00,12.88,0.00,-0.00,0.00,0.00,0.00,0.00
13279.00,0.00,0.00,0.13,0.00,0.00,9.43,0.00,0.00,950.80,0.00,-0.00,0.00,0.00,-0.00,0.00
13286.00,0.00,0.00,0.06,0.00,0.00,-10.60,0.00,0.00,-2861.26,0.00,-0.00,0.00,-0.00,-0.00,0.00
13293.00,0.00,0.00,0.05,0.00,0.00,-1.49,0.00,0.00,1300.90,0.00,-0.00,0.00,-0.00,-0.00,0.00
13301.00,0.00,0.00,-0.01,0.00,0.00,-6.67,0.00,0.00,-647.58,0.00,-0.00,0.00,0.00,0.00,0.00
13306.00,0.00,0.00,0.08,0.00,0.00,17.18,0.00,0.00,4771.54,0.00,-0.00,0.00,0.00,0.00,0.00
13314.00,0.00,0.00,0.01,0.00,0.00,-8.32,0.00,0.00,-3188.44,0.00,-0.00,0.00,0.00,0.00,0.00
13322.00,0.00,0.00,0.12,0.00,0.00,13.36,0.00,0.00,2710.57,0.00,-0.00,0.00,0.00,0.00,0.00
13330.00,0.00,0.00,0.09,0.00,0.00,-4.21,0.00,0.00,-2195.92,0.00,-0.00,0.00,0.00,0.00,-0.00
13335.00,0.00,0.00,-0.02,0.00,0.00,-20.59,0.00,0.00,-3276.85,0.00,-0.00,0.00,0.00,0.00,-0.00
13343.00,0.00,0.00,0.07,0.00,0.00,10.86,0.00,0.00,3931.97,0.00,-0.00,0.00,0.00,0.00,0.00
13356.00,0.00,0.00,0.06,0.00,0.00,-0.91,0.00,0.00,-905.65,0.00,-0.00,0.00,0.00,0.00,0.00
13373.00,0.00,0.00,0.07,0.00,0.00,0.48,0.00,0.00,81.70,0.00,-0.00,0.00,0.00,-0.00,-0.00
13380.00,0.00,0.00,0.06,0.00,0.00,-0.64,0.00,0.00,-160.49,0.00,-0.00,0.00,-0.00,0.00,0.00
13385.00,0.00,0.00,0.02,0.00,0.00,-9.03,0.00,0.00,-1676.39,0.00,-0.00,0.00,-0.00,0.00,0.00
13394.00,0.00,0.00,0.11,0.00,0.00,9.72,0.00,0.00,2083.11,0.00,-0.00,0.00,-0.00,-0.00,0.00
13402.00,0.00,0.00,0.07,0.00,0.00,-4.03,0.00,0.00,-1719.10,0.00,-0.00,0.00,0.00,-0.00,0.00
13407.00,0.00,0.00,0.14,0.00,0.00,14.13,0.00,0.00,3631.82,0.00,-0.00,0.00,-0.00,0.00,-0.00
13414.00,0.00,0.00,0.13,0.00,0.00,-1.76,0.00,0.00,-2269.83,0.00,-0.00,0.00,-0.00,0.00,-0.00
13423.00,0.00,0.00,0.02,0.00,0.00,-12.55,0.00,0.00,-1199.35,0.00,-0.00,0.00,0.00,-0.00,0.00
13430.00,0.00,0.00,0.00,0.00,0.00,-2.05,0.00,0.00,1501.29,0.00,-0.00,0.00,0.00,0.00,0.00
13440.00,0.00,0.00,0.02,0.00,0.00,1.24,0.00,0.00,328.19,0.00,-0.00,0.00,-0.00,0.00,0.00
13447.00,0.00,0.00,0.05,0.00,0.00,4.59,0.00,0.00,478.52,0.00,-0.00,0.00,-0.00,0.00,0.00
13454.00,0.00,0.00,0.05,0.00,0.00,0.80,0.00,0.00,-540.34,0.00,-0.00,0.00,0.00,0.00,0.00
13469.00,0.00,0.00,0.04,0.00,0.00,-1.21,0.00,0.00,-134.22,0.00,-0.00,0.00,-0.00,0.00,0.00
13474.00,0.00,0.00,0.06,0.00,0.00,5.03,0.00,0.00,1247.73,0.00,-0.00,0.00,0.00,-0.00,0.00
13480.00,0.00,0.00,0.09,0.00,0.00,5.23,0.00,0.00,34.01,0.00,-0.00,0.00,-0.00,-0.00,0.00
13486.00,0.00,0.00,0.04,0.00,0.00,-8.04,0.00,0.00,-2212.45,0.00,-0.00,0.00,-0.00,-0.00,0.00
13494.00,0.00,0.00,-0.04,0.00,0.00,-11.11,0.00,0.00,-383.38,0.00,-0.00,0.00,0.00,0.00,0.00
13502.00,0.00,0.00,0.08,0.00,0.00,16.04,0.00,0.00,3394.08,0.00,-0.00,0.00,0.00,-0.00,0.00
13507.00,0.00,0.00,0.12,0.00,0.00,8.14,0.00,0.00,-1580.44,0.00,-0.00,0.00,-0.00,-0.00,0.00
13524.00,0.00,0.00,0.05,0.00,0.00,-4.59,0.00,0.00,-749.19,0.00,-0.00,0.00,0.00,0.01,0.00
13534.00,0.00,0.00,0.16,0.00,0.00,11.12,0.00,0.00,1571.57,0.00,-0.00,0.00,0.00,0.00,0.00
13542.00,0.00,0.00,-0.01,0.00,0.00,-20.46,0.00,0.00,-3948.05,0.00,-0.00,0.00,0.00,0.00,0.00
13559.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,1240.61,0.00,-0.00,0.00,0.00,0.00,0.00
13565.00,0.00,0.00,0.03,0.00,0.00,3.52,0.00,0.00,481.57,0.00,-0.00,0.00,0.00,0.00,0.00
13573.00,0.00,0.00,0.10,0.00,0.00,9.22,0.00,0.00,713.40,0.00,-0.00,0.00,-0.00,0.00,0.00
13581.00,0.00,0.00,0.05,0.00,0.00,-6.69,0.00,0.00,-1989.04,0.00,-0.00,0.00,-0.00,-0.00,-0.00
13586.00,0.00,0.00,0.06,0.00,0.00,2.99,0.00,0.00,1935.24,0.00,-0.00,0.00,-0.00,-0.00,-0.00
13594.00,0.00,0.00,0.06,0.00,0.00,-0.42,0.00,0.00,-426.42,0.00,-0.00,0.00,-0.00,-0.00,0.00
13603.00,0.00,0.00,0.12,0.00,0.00,7.00,0.00,0.00,825.33,0.00,-0.00,0.00,-0.00,-0.00,0.00
13618.00,0.00,0.00,0.07,0.00,0.00,-3.53,0.00,0.00,-702.48,0.00,-0.00,0.00,-0.00,0.00,-0.00
13626.00,0.00,0.00,0.03,0.00,0.00,-4.70,0.00,0.00,-145.68,0.00,-0.00,0.00,-0.00,0.01,-0.00
13634.00,0.00,0.00,0.09,0.00,0.00,7.85,0.00,0.00,1568.78,0.00,-0.00,0.00,0.00,-0.00,0.00
13641.00,0.00,0.00,0.02,0.00,0.00,-11.06,0.00,0.00,-2701.77,0.00,-0.00,0.00,-0.00,-0.00,0.00
13647.00,0.00,0.00,0.04,0.00,0.00,3.77,0.00,0.00,2472.30,0.00,-0.00,0.00,-0.00,-0.00,-0.00
13664.00,0.00,0.00,-0.02,0.00,0.00,-3.17,0.00,0.00,-408.68,-0.00,-0.00,0.00,-0.00,-0.00,0.00
13673.00,0.00,0.00,0.01,0.00,0.00,2.67,0.00,0.00,649.60,-0.00,-0.00,0.00,0.00,-0.00,0.00
13680.00,0.00,0.00,0.08,0.00,0.00,10.51,0.00,0.00,1119.61,-0.00,-0.00,0.00,-0.00,-0.00,0.00
13686.00,0.00,0.00,0.01,0.00,0.00,-12.14,0.00,0.00,-3775.35,-0.00,-0.00,0.00,-0.00,-0.00,0.00
13694.00,0.00,0.00,0.02,0.00,0.00,1.15,0.00,0.00,1661.57,-0.00,-0.00,0.00,0.00,-0.00,0.00
13707.00,0.00,0.00,-0.02,0.00,0.00,-2.71,0.00,0.00,-297.07,-0.00,-0.00,0.00,0.00,-0.01,0.00
13715.00,0.00,0.00,-0.04,0.00,0.00,-2.87,0.00,0.00,-19.19,-0.00,-0.00,0.00,-0.00,0.00,0.00
13723.00,0.00,0.00,0.02,0.00,0.00,7.86,0.00,0.00,1341.11,-0.00,-0.00,0.00,0.00,0.00,0.00
13730.00,0.00,0.00,0.06,0.00,0.00,5.38,0.00,0.00,-355.32,-0.00,-0.00,0.00,0.00,0.00,0.00
13736.00,0.00,0.00,0.09,0.00,0.00,4.23,0.00,0.00,-190.58,-0.00,-0.00,0.00,0.00,0.00,0.00
13744.00,0.00,0.00,0.01,0.00,0.00,-9.41,0.00,0.00,-1705.86,-0.00,-0.00,0.00,-0.00,0.00,0.00
13752.00,0.00,0.00,0.03,0.00,0.00,1.96,0.00,0.00,1421.77,-0.00,-0.00,0.00,0.00,-0.00,0.00
13767.00,0.00,0.00,0.04,0.00,0.00,1.24,0.00,0.00,-47.88,-0.00,-0.00,0.00,0.00,0.00,0.00
13775.00,0.00,0.00,0.10,0.00,0.00,7.35,0.00,0.00,763.65,-0.00,-0.00,0.00,0.00,0.00,0.00
13783.00,0.00,0.00,0.06,0.00,0.00,-5.51,0.00,0.00,-1607.73,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
13795.00,0.00,0.00,0.04,0.00,0.00,-1.66,0.00,0.00,320.74,-0.00,-0.00,0.00,0.00,-0.00,-0.00
13805.00,0.00,0.00,0.09,0.00,0.00,5.31,0.00,0.00,696.68,-0.00,-0.00,0.00,-0.00,0.00,0.00
13810.00,0.00,0.00,-0.04,0.00,0.00,-26.31,0.00,0.00,-6322.89,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
13816.00,0.00,0.00,0.03,0.00,0.00,12.07,0.00,0.00,6395.73,-0.00,-0.00,0.00,-0.00,-0.00,-0.00
13824.00,0.00,0.00,0.01,0.00,0.00,-2.45,0.00,0.00,-1813.78,-0.00,-0.00,0.00,0.00,0.00,0.00
13832.00,0.00,0.00,0.01,0.00,0.00,-0.44,0.00,0.00,250.29,-0.00,-0.00,0.00,0.00,-0.00,-0.00
13837.00,0.00,0.00,0.03,0.00,0.00,3.23,0.00,0.00,734.04,-0.00,-0.00,0.00,-0.00,-0.00,0.00
13845.00,0.00,0.00,0.09,0.00,0.00,7.78,0.00,0.00,568.91,-0.00,-0.00,0.00,-0.00,0.00,0.00
13854.00,0.00,0.00,0.05,0.00,0.00,-4.68,0.00,0.00,-1384.72,-0.00,-0.00,0.00,-0.00,0.00,-0.00
13869.00,0.00,0.00,0.07,0.00,0.00,1.78,0.00,0.00,431.14,-0.00,-0.00,0.00,0.00,-0.00,-0.00
13880.00,0.00,0.00,-0.00,0.00,0.00,-6.89,0.00,0.00,-788.38,-0.00,-0.00,0.00,0.00,-0.00,-0.00
13887.00,0.00,0.00,0.04,0.00,0.00,5.44,0.00,0.00,1761.64,-0.00,-0.00,0.00,0.00,0.00,-0.00
13894.00,0.00,0.00,0.08,0.00,0.00,6.05,0.00,0.00,86.87,-0.00,-0.00,0.00,0.00,0.00,-0.00
13902.00,0.00,0.00,0.11,0.00,0.00,4.04,0.00,0.00,-250.84,-0.00,-0.00,0.00,0.00,0.00,-0.00
13907.00,0.00,0.00,0.16,0.00,0.00,9.46,0.00,0.00,1082.93,-0.00,-0.00,0.00,0.00,0.00,-0.00
13914.00,0.00,0.00,0.07,0.00,0.00,-13.17,0.00,0.00,-3232.11,-0.00,-0.00,0.00,0.00,0.00,-0.00
13922.00,0.00,0.00,0.08,0.00,0.00,1.90,0.00,0.00,1883.72,-0.00,-0.00,0.00,0.00,0.00,-0.00
13928.00,0.00,0.00,0.07,0.00,0.00,-1.00,0.00,0.00,-483.54,-0.00,-0.00,0.00,0.00,0.00,-0.00
13935.00,0.00,0.00,0.02,0.00,0.00,-8.21,0.00,0.00,-1030.53,-0.00,-0.00,0.00,0.00,-0.00,-0.00
13942.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,1173.05,0.00,-0.00,0.00,0.00,-0.00,-0.00
13950.00,0.00,0.00,0.09,0.00,0.00,9.22,0.00,0.00,1153.00,0.00,-0.00,0.00,0.00,-0.00,-0.00
13967.00,0.00,0.00,-0.00,0.00,0.00,-5.43,0.00,0.00,-862.09,0.00,-0.00,0.00,0.00,-0.00,-0.00
13975.00,0.00,0.00,0.11,0.00,0.00,14.16,0.00,0.00,2448.61,0.00,-0.00,0.00,0.00,-0.00,-0.00
13983.00,0.00,0.00,0.06,0.00,0.00,-6.25,0.00,0.00,-2550.87,0.00,-0.00,0.00,0.00,0.00,-0.00
13990.00,0.00,0.00,0.09,0.00,0.00,4.73,0.00,0.00,1568.06,0.00,-0.00,0.00,0.00,0.00,-0.00
13996.00,0.00,0.00,0.05,0.00,0.00,-7.24,0.00,0.00,-1994.27,0.00,-0.00,0.00,0.00,0.00,-0.00
14005.00,0.00,0.00,0.14,0.00,0.00,10.36,0.00,0.00,1955.94,0.00,-0.00,0.00,0.00,0.00,0.00
14010.00,0.00,0.00,0.01,0.00,0.00,-27.91,0.00,0.00,-7654.84,0.00,-0.00,0.00,0.00,0.00,-0.00
14016.00,0.00,0.00,0.08,0.00,0.00,12.70,0.00,0.00,6768.34,0.00,-0.00,0.00,0.00,0.00,-0.00
14024.00,0.00,0.00,0.04,0.00,0.00,-5.56,0.00,0.00,-2282.66,0.00,-0.00,0.00,0.00,0.00,0.00
14037.00,0.00,0.00,0.14,0.00,0.00,8.00,0.00,0.00,1042.98,0.00,-0.00,0.00,0.00,-0.00,-0.00
14046.00,0.00,0.00,0.13,0.00,0.00,-1.63,0.00,0.00,-1070.16,0.00,-0.00,0.00,0.00,-0.00,-0.00
14054.00,0.00,0.00,0.01,0.00,0.00,-14.53,0.00,0.00,-1612.01,0.00,-0.00,0.00,0.00,0.00,-0.00
14069.00,0.00,0.00,-0.00,0.00,0.00,-0.97,0.00,0.00,903.88,0.00,-0.00,0.00,0.00,0.00,-0.00
14076.00,0.00,0.00,0.13,0.00,0.00,19.21,0.00,0.00,2883.66,0.00,-0.00,0.00,0.00,0.00,-0.00
14084.00,0.00,0.00,0.07,0.00,0.00,-7.06,0.00,0.00,-3283.86,0.00,-0.00,0.00,0.00,0.00,-0.00
14092.00,0.00,0.00,0.08,0.00,0.00,0.36,0.00,0.00,926.76,0.00,-0.00,0.00,0.00,0.00,-0.00
14097.00,0.00,0.00,0.16,0.00,0.00,17.68,0.00,0.00,3464.06,0.00,-0.00,0.00,0.00,0.00,-0.00
14105.00,0.00,0.00,0.07,0.00,0.00,-11.87,0.00,0.00,-3693.88,0.00,-0.00,0.00,0.00,0.00,0.00
14111.00,0.00,0.00,0.04,0.00,0.00,-5.15,0.00,0.00,1120.80,0.00,-0.00,0.00,0.00,0.00,-0.00
14122.00,0.00,0.00,0.09,0.00,0.00,5.02,0.00,0.00,923.99,0.00,-0.00,0.00,0.00,0.00,-0.00
14128.00,0.00,0.00,0.03,0.00,0.00,-10.93,0.00,0.00,-2656.87,0.00,-0.00,0.00,0.00,-0.00,-0.00
14135.00,0.00,0.00,0.05,0.00,0.00,3.72,0.00,0.00,2092.55,0.00,-0.00,0.00,0.00,-0.00,-0.00
14143.00,0.00,0.00,0.11,0.00,0.00,7.21,0.00,0.00,435.70,0.00,-0.00,0.00,-0.00,-0.00,0.00
14149.00,0.00,0.00,0.04,0.00,0.00,-12.03,0.00,0.00,-3206.63,0.00,-0.00,0.00,0.00,-0.00,-0.00
14166.00,0.00,0.00,0.01,0.00,0.00,-1.76,0.00,0.00,604.04,0.00,-0.00,0.00,0.00,0.00,-0.00
14175.00,0.00,0.00,0.05,0.00,0.00,4.56,0.00,0.00,702.16,0.00,-0.00,0.00,0.00,-0.00,-0.00
14182.00,0.00,0.00,-0.03,0.00,0.00,-12.16,0.00,0.00,-2388.31,0.00,-0.00,0.00,0.00,0.00,-0.00
14188.00,0.00,0.00,-0.03,0.00,0.00,1.27,0.00,0.00,2238.41,0.00,-0.00,0.00,0.00,0.00,-0.00
14195.00,0.00,0.00,0.08,0.00,0.00,15.91,0.00,0.00,2092.02,0.00,-0.00,0.00,0.00,0.00,-0.00
14208.00,0.00,0.00,0.07,0.00,0.00,-1.42,0.00,0.00,-1333.11,0.00,-0.00,0.00,0.00,-0.00,0.00
14216.00,0.00,0.00,-0.02,0.00,0.00,-10.98,0.00,0.00,-1194.78,0.00,-0.00,0.00,0.00,-0.00,0.00
14224.00,0.00,0.00,0.08,0.00,0.00,13.24,0.00,0.00,3026.51,0.00,-0.00,0.00,0.00,-0.00,0.00
14231.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,-1890.81,0.00,-0.00,0.00,0.00,-0.00,0.00
14235.00,0.00,0.00,0.16,0.00,0.00,19.63,0.00,0.00,4907.89,0.00,-0.00,0.00,0.00,-0.00,0.00
14244.00,0.00,0.00,0.11,0.00,0.00,-5.87,0.00,0.00,-2833.63,0.00,-0.00,0.00,0.00,0.00,0.00
14251.00,0.00,0.00,0.10,0.00,0.00,-1.01,0.00,0.00,694.40,0.00,-0.00,0.00,0.00,-0.00,-0.00
14267.00,0.00,0.00,-0.08,0.00,0.00,-11.16,0.00,0.00,-634.17,0.00,-0.00,0.00,0.00,0.00,-0.00
14275.00,0.00,0.00,0.02,0.00,0.00,11.38,0.00,0.00,2816.74,0.00,-0.00,0.00,0.00,-0.00,-0.00
14283.00,0.00,0.00,0.09,0.00,0.00,9.35,0.00,0.00,-253.26,0.00,-0.00,-0.00,0.00,-0.00,-0.00
14298.00,0.00,0.00,0.09,0.00,0.00,-0.14,0.00,0.00,-632.78,0.00,-0.00,-0.00,-0.00,0.00,0.00
14307.00,0.00,0.00,0.02,0.00,0.00,-7.84,0.00,0.00,-855.94,0.00,-0.00,0.00,0.00,0.00,0.00
14313.00,0.00,0.00,-0.07,0.00,0.00,-15.36,0.00,0.00,-1252.82,0.00,-0.00,-0.00,0.00,0.00,-0.00
14318.00,0.00,0.00,0.02,0.00,0.00,18.14,0.00,0.00,6700.77,0.00,-0.00,-0.00,0.00,-0.00,-0.00
14326.00,0.00,0.00,0.08,0.00,0.00,7.74,0.00,0.00,-1300.37,0.00,-0.00,-0.00,0.00,-0.00,-0.00
14334.00,0.00,0.00,0.07,0.00,0.00,-1.18,0.00,0.00,-1115.30,0.00,-0.00,-0.00,0.00,0.00,-0.00
14340.00,0.00,0.00,0.10,0.00,0.00,5.83,0.00,0.00,1168.40,0.00,-0.00,-0.00,0.00,-0.00,-0.00
14347.00,0.00,0.00,0.04,0.00,0.00,-8.42,0.00,0.00,-2035.13,0.00,-0.00,-0.00,0.00,-0.00,-0.00
14355.00,0.00,0.00,0.07,0.00,0.00,2.81,0.00,0.00,1403.86,0.00,-0.00,-0.00,-0.00,-0.00,-0.00
14370.00,0.00,0.00,-0.02,0.00,0.00,-6.04,0.00,0.00,-590.35,0.00,-0.00,-0.00,0.00,0.00,0.00
14382.00,0.00,0.00,0.09,0.00,0.00,9.87,0.00,0.00,1326.42,0.00,-0.00,-0.00,-0.00,0.00,0.00
14388.00,0.00,0.00,0.12,0.00,0.00,3.78,0.00,0.00,-1016.02,0.00,-0.00,-0.00,-0.00,0.00,0.00
14396.00,0.00,0.00,-0.04,0.00,0.00,-19.92,0.00,0.00,-2961.83,0.00,-0.00,-0.00,-0.00,-0.00,0.00
14404.00,0.00,0.00,0.03,0.00,0.00,8.45,0.00,0.00,3545.52,0.00,-0.00,-0.00,0.00,0.00,0.00
14409.00,0.00,0.00,0.20,0.00,0.00,35.37,0.00,0.00,5384.74,0.00,-0.00,-0.00,0.00,0.00,0.00
14417.00,0.00,0.00,0.06,0.00,0.00,-18.35,0.00,0.00,-6714.76,0.00,-0.00,-0.00,0.00,0.00,0.00
14425.00,0.00,0.00,0.02,0.00,0.00,-4.94,0.00,0.00,1676.43,0.00,-0.00,-0.00,0.00,0.00,0.00
14432.00,0.00,0.00,0.12,0.00,0.00,14.52,0.00,0.00,2779.41,0.00,-0.00,-0.00,0.00,-0.00,0.00
14436.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,-3630.18,0.00,-0.00,-0.00,0.00,-0.00,0.00
14439.00,0.00,0.00,-0.00,0.00,0.00,-40.53,0.00,0.00,-13511.58,0.00,-0.00,-0.00,-0.00,-0.00,0.00
14451.00,0.00,0.00,0.16,0.00,0.00,14.01,0.00,0.00,4545.48,0.00,-0.00,-0.00,-0.00,0.00,0.00
14468.00,0.00,0.00,0.04,0.00,0.00,-7.35,0.00,0.00,-1256.32,0.00,-0.00,-0.00,-0.00,0.00,-0.00
14476.00,0.00,0.00,0.08,0.00,0.00,5.15,0.00,0.00,1562.31,0.00,-0.00,-0.00,0.00,0.00,-0.00
14484.00,0.00,0.00,0.01,0.00,0.00,-8.26,0.00,0.00,-1676.26,0.00,-0.00,-0.00,0.00,-0.00,0.00
14491.00,0.00,0.00,0.07,0.00,0.00,7.29,0.00,0.00,2220.90,0.00,-0.00,-0.00,0.00,0.00,0.00
14497.00,0.00,0.00,0.10,0.00,0.00,5.42,0.00,0.00,-311.14,0.00,-0.00,-0.00,0.00,0.00,0.00
14506.00,0.00,0.00,0.13,0.00,0.00,2.97,0.00,0.00,-272.48,0.00,-0.00,-0.00,0.00,-0.00,0.00
14511.00,0.00,0.00,0.10,0.00,0.00,-4.85,0.00,0.00,-1563.99,0.00,-0.00,-0.00,0.00,-0.00,0.00
14517.00,0.00,0.00,0.12,0.00,0.00,3.23,0.00,0.00,1347.44,0.00,-0.00,-0.00,-0.00,-0.00,0.00
